,50:01.6,0,7,0,1
30740000001D88400000000A,50:01.6,0,1,11280.2,1
30740000001D88400000000A,50:01.6,0,1,11264.1,1
30740000001D88400000000A,50:01.7,0,1,11369.2,1
30740000001D88400000000A,50:01.7,0,1,11333.8,1
30740000001D88400000000A,50:01.8,0,1,10592.3,1
30740000001D88400000000A,50:01.8,0,1,10682.6,1
30740000001D88400000000A,50:01.9,0,1,10671.4,1
30740000001D88400000000A,50:01.9,0,1,10653.4,1
30740000001D88400000000A,50:02.0,0,1,10589.1,1
30740000001D88400000000A,50:02.0,0,1,11805.4,1
30740000001D88400000000A,50:02.1,0,1,11552.2,1
30740000001D88400000000A,50:02.1,0,1,11556.3,1
30740000001D88400000000A,50:02.2,0,1,11675.3,1
30740000001D88400000000A,50:02.2,0,1,11553.7,1
30740000001D88400000000A,50:02.3,0,1,11641.2,1
30740000001D88400000000A,50:02.3,0,1,11810.1,1
30740000001D88400000000A,50:02.4,0,1,11492,1
30740000001D88400000000A,50:02.4,0,1,11528.6,1
30740000001D88400000000A,50:02.5,0,1,10934.2,1
30740000001D88400000000A,50:02.5,0,1,11002.2,1
30740000001D88400000000A,50:02.6,0,1,10918.1,1
30740000001D88400000000A,50:02.6,0,1,11035.6,1
30740000001D88400000000A,50:02.7,0,1,11427.3,1
30740000001D88400000000A,50:02.7,0,1,11430.4,1
30740000001D88400000000A,50:02.8,0,1,11560,1
30740000001D88400000000A,50:02.8,0,1,11436.9,1
30740000001D88400000000A,50:02.9,0,1,11479.3,1
30740000001D88400000000A,50:02.9,0,1,11191.5,1
30740000001D88400000000A,50:03.0,0,1,11116.8,1
30740000001D88400000000A,50:03.0,0,1,11302.5,1
30740000001D88400000000A,50:03.1,0,1,11237.6,1
30740000001D88400000000A,50:03.1,0,1,10487.8,1
30740000001D88400000000A,50:03.2,0,1,10322,1
30740000001D88400000000A,50:03.2,0,1,10273.5,1
30740000001D88400000000A,50:03.3,0,1,10453.9,1
30740000001D88400000000A,50:03.3,0,1,10284.9,1
30740000001D88400000000A,50:03.4,0,1,11177.6,1
30740000001D88400000000A,50:03.4,0,1,11080.8,1
30740000001D88400000000A,50:03.5,0,1,11037,1
30740000001D88400000000A,50:03.5,0,1,11045.3,1
30740000001D88400000000A,50:03.6,0,1,10677.3,1
30740000001D88400000000A,50:03.6,0,1,10385,1
30740000001D88400000000A,50:03.7,0,1,10325.2,1
30740000001D88400000000A,50:03.7,0,1,10463.2,1
30740000001D88400000000A,50:03.8,0,1,10117.9,1
30740000001D88400000000A,50:03.9,0,1,9584.4,1
30740000001D88400000000A,50:03.9,0,1,10026,1
30740000001D88400000000A,50:04.0,0,1,10482.2,1
30740000001D88400000000A,50:04.0,0,1,10894.3,1
30740000001D88400000000A,50:04.1,0,1,11263.6,1
30740000001D88400000000A,50:04.1,0,1,11184.7,1
30740000001D88400000000A,50:04.2,0,1,11194.7,1
30740000001D88400000000A,50:04.2,0,1,11032.3,1
30740000001D88400000000A,50:04.2,0,1,11051.6,1
30740000001D88400000000A,50:04.3,0,1,11227.6,1
30740000001D88400000000A,50:04.4,0,1,10450.9,1
30740000001D88400000000A,50:04.4,0,1,9847.7,1
30740000001D88400000000A,50:04.5,0,1,9613.8,1
30740000001D88400000000A,50:04.5,0,1,9504.6,1
30740000001D88400000000A,50:04.6,0,1,9574,1
30740000001D88400000000A,50:04.6,0,1,9360.6,1
30740000001D88400000000A,50:04.7,0,1,9433.3,1
30740000001D88400000000A,50:04.7,0,1,9050.6,1
30740000001D88400000000A,50:04.8,0,1,8739,1
30740000001D88400000000A,50:04.8,0,1,8676.4,1
30740000001D88400000000A,50:04.9,0,1,9169.1,1
30740000001D88400000000A,50:04.9,0,1,9303.9,1
30740000001D88400000000A,50:05.0,0,1,10063.8,1
30740000001D88400000000A,50:05.0,0,1,10273.9,1
30740000001D88400000000A,50:05.1,0,1,10418.9,1
30740000001D88400000000A,50:05.1,0,1,9660,1
30740000001D88400000000A,50:05.2,0,1,8671.5,1
30740000001D88400000000A,50:05.2,0,1,7675.2,1
30740000001D88400000000A,50:05.3,0,1,6892.5,1
30740000001D88400000000A,50:05.3,0,1,6722.6,1
30740000001D88400000000A,50:05.4,0,1,5856.8,1
30740000001D88400000000A,50:05.4,0,1,5154.1,1
30740000001D88400000000A,50:05.5,0,1,4472,1
30740000001D88400000000A,50:05.5,0,1,4077.2,1
30740000001D88400000000A,50:05.6,0,1,3972,1
30740000001D88400000000A,50:05.6,0,1,3907.8,1
30740000001D88400000000A,50:05.7,0,1,4412.7,1
30740000001D88400000000A,50:05.8,0,1,4542.4,1
30740000001D88400000000A,50:05.8,0,1,4534.5,1
30740000001D88400000000A,50:05.9,0,1,4431.9,1
30740000001D88400000000A,50:05.9,0,1,4250.4,1
30740000001D88400000000A,50:06.0,0,1,4405.1,1
30740000001D88400000000A,50:06.0,0,1,4276.2,1
30740000001D88400000000A,50:06.0,0,1,4308.2,1
30740000001D88400000000A,50:06.1,0,1,4464.6,1
30740000001D88400000000A,50:06.2,0,1,4506.7,1
30740000001D88400000000A,50:06.2,0,1,4629.6,1
30740000001D88400000000A,50:06.2,0,1,4816.7,1
30740000001D88400000000A,50:06.3,0,1,5218.7,1
30740000001D88400000000A,50:06.4,0,1,5659.4,1
30740000001D88400000000A,50:06.4,0,1,6241.7,1
30740000001D88400000000A,50:06.4,0,1,6841.7,1
30740000001D88400000000A,50:06.5,0,1,7777.3,1
30740000001D88400000000A,50:06.5,0,1,8261.1,1
30740000001D88400000000A,50:06.6,0,1,9004.8,1
30740000001D88400000000A,50:06.7,0,1,9795.6,1
30740000001D88400000000A,50:06.7,0,1,10055.9,1
30740000001D88400000000A,50:06.8,0,1,9901.5,1
30740000001D88400000000A,50:06.8,0,1,9507,1
30740000001D88400000000A,50:06.9,0,1,8858.1,1
30740000001D88400000000A,50:06.9,0,1,7608.7,1
30740000001D88400000000A,50:07.0,0,1,6461.9,1
30740000001D88400000000A,50:07.0,0,1,5806.8,1
30740000001D88400000000A,50:07.1,0,1,5349.9,1
30740000001D88400000000A,50:07.1,0,1,4941.8,1
30740000001D88400000000A,50:07.2,0,1,4698.4,1
30740000001D88400000000A,50:07.2,0,1,5203.4,1
30740000001D88400000000A,50:07.3,0,1,6490.2,1
30740000001D88400000000A,50:07.3,0,1,7364.7,1
30740000001D88400000000A,50:07.4,0,1,8225.9,1
30740000001D88400000000A,50:07.4,0,1,8764.1,1
30740000001D88400000000A,50:07.5,0,1,9032.4,1
30740000001D88400000000A,50:07.5,0,1,8433.7,1
30740000001D88400000000A,50:07.6,0,1,7198.7,1
30740000001D88400000000A,50:07.6,0,1,6232.3,1
30740000001D88400000000A,50:07.7,0,1,5425,1
30740000001D88400000000A,50:07.7,0,1,4977.4,1
30740000001D88400000000A,50:07.8,0,1,5052.6,1
30740000001D88400000000A,50:07.8,0,1,6679.7,1
30740000001D88400000000A,50:07.9,0,1,7886.4,1
30740000001D88400000000A,50:07.9,0,1,8754.6,1
30740000001D88400000000A,50:08.0,0,1,8691.9,1
30740000001D88400000000A,50:08.1,0,1,8795.5,1
30740000001D88400000000A,50:08.1,0,1,8618.2,1
30740000001D88400000000A,50:08.2,0,1,8131.8,1
30740000001D88400000000A,50:08.2,0,1,8191.1,1
30740000001D88400000000A,50:08.2,0,1,8241.2,1
30740000001D88400000000A,50:08.3,0,1,8436.4,1
30740000001D88400000000A,50:08.3,0,1,8583.8,1
30740000001D88400000000A,50:08.4,0,1,8452.3,1
30740000001D88400000000A,50:08.5,0,1,8110.6,1
30740000001D88400000000A,50:08.5,0,1,8234.5,1
30740000001D88400000000A,50:08.6,0,1,8424.6,1
30740000001D88400000000A,50:08.6,0,1,8874.2,1
30740000001D88400000000A,50:08.7,0,1,8716.9,1
30740000001D88400000000A,50:08.7,0,1,8596.2,1
30740000001D88400000000A,50:08.8,0,1,8499.4,1
30740000001D88400000000A,50:08.8,0,1,8333.5,1
30740000001D88400000000A,50:08.9,0,1,8966.1,1
30740000001D88400000000A,50:08.9,0,1,9020.8,1
30740000001D88400000000A,50:09.0,0,1,9048.4,1
30740000001D88400000000A,50:09.0,0,1,9389.6,1
30740000001D88400000000A,50:09.1,0,1,8954.9,1
30740000001D88400000000A,50:09.1,0,1,8974.5,1
30740000001D88400000000A,50:09.2,0,1,9157.4,1
30740000001D88400000000A,50:09.2,0,1,9049.1,1
30740000001D88400000000A,50:09.3,0,1,9131.2,1
30740000001D88400000000A,50:09.3,0,1,9091.7,1
30740000001D88400000000A,50:09.4,0,1,9031.7,1
30740000001D88400000000A,50:09.4,0,1,9061.2,1
30740000001D88400000000A,50:09.5,0,1,9121,1
30740000001D88400000000A,50:09.6,0,1,9359.5,1
30740000001D88400000000A,50:09.6,0,1,9324.3,1
30740000001D88400000000A,50:09.6,0,1,9322.5,1
30740000001D88400000000A,50:09.7,0,1,9287.7,1
30740000001D88400000000A,50:09.8,0,1,8968.9,1
30740000001D88400000000A,50:09.8,0,1,9036.8,1
30740000001D88400000000A,50:09.9,0,1,8950.6,1
30740000001D88400000000A,50:09.9,0,1,9013,1
30740000001D88400000000A,50:10.0,0,1,9021.8,1
30740000001D88400000000A,50:10.0,0,1,9025.3,1
30740000001D88400000000A,50:10.1,0,1,9151.8,1
30740000001D88400000000A,50:10.1,0,1,9084.4,1
30740000001D88400000000A,50:10.2,0,1,8990.2,1
30740000001D88400000000A,50:10.2,0,1,9664.7,1
30740000001D88400000000A,50:10.3,0,1,9732.7,1
30740000001D88400000000A,50:10.3,0,1,9692.7,1
30740000001D88400000000A,50:10.4,0,1,9748,1
30740000001D88400000000A,50:10.4,0,1,9152.7,1
