,49:26.5,0,7,0,1
30740000001D88400000000A,49:26.5,0,1,11715.9,1
30740000001D88400000000A,49:26.5,0,1,11557.7,1
30740000001D88400000000A,49:26.6,0,1,11606.5,1
30740000001D88400000000A,49:26.6,0,1,10886.3,1
30740000001D88400000000A,49:26.7,0,1,11035.4,1
30740000001D88400000000A,49:26.7,0,1,10688.3,1
30740000001D88400000000A,49:26.8,0,1,10995.2,1
30740000001D88400000000A,49:26.8,0,1,10819.2,1
30740000001D88400000000A,49:26.9,0,1,11476.4,1
30740000001D88400000000A,49:26.9,0,1,11473.3,1
30740000001D88400000000A,49:27.0,0,1,11400.2,1
30740000001D88400000000A,49:27.0,0,1,11464.6,1
30740000001D88400000000A,49:27.1,0,1,11625,1
30740000001D88400000000A,49:27.1,0,1,11587.5,1
30740000001D88400000000A,49:27.2,0,1,11788.3,1
30740000001D88400000000A,49:27.2,0,1,11627.9,1
30740000001D88400000000A,49:27.3,0,1,11725,1
30740000001D88400000000A,49:27.3,0,1,11519,1
30740000001D88400000000A,49:27.4,0,1,11254.7,1
30740000001D88400000000A,49:27.4,0,1,11438.5,1
30740000001D88400000000A,49:27.5,0,1,11492,1
30740000001D88400000000A,49:27.5,0,1,11635.2,1
30740000001D88400000000A,49:27.6,0,1,11861.1,1
30740000001D88400000000A,49:27.6,0,1,12180.8,1
30740000001D88400000000A,49:27.7,0,1,11865.8,1
30740000001D88400000000A,49:27.7,0,1,11867.9,1
30740000001D88400000000A,49:27.8,0,1,11944.1,1
30740000001D88400000000A,49:27.9,0,1,11804.3,1
30740000001D88400000000A,49:27.9,0,1,11855.4,1
30740000001D88400000000A,49:28.0,0,1,11337.5,1
30740000001D88400000000A,49:28.0,0,1,11703.1,1
30740000001D88400000000A,49:28.1,0,1,12012.7,1
30740000001D88400000000A,49:28.1,0,1,11749.2,1
30740000001D88400000000A,49:28.2,0,1,11560.6,1
30740000001D88400000000A,49:28.2,0,1,11958.8,1
30740000001D88400000000A,49:28.3,0,1,11864.3,1
30740000001D88400000000A,49:28.3,0,1,11802,1
30740000001D88400000000A,49:28.4,0,1,11813.7,1
30740000001D88400000000A,49:28.4,0,1,12187.6,1
30740000001D88400000000A,49:28.5,0,1,12289.7,1
30740000001D88400000000A,49:28.5,0,1,11838.7,1
30740000001D88400000000A,49:28.6,0,1,11253.2,1
30740000001D88400000000A,49:28.6,0,1,11151.2,1
30740000001D88400000000A,49:28.7,0,1,11265.9,1
30740000001D88400000000A,49:28.7,0,1,11498.3,1
30740000001D88400000000A,49:28.8,0,1,11625.8,1
30740000001D88400000000A,49:28.8,0,1,11687.5,1
30740000001D88400000000A,49:28.9,0,1,12161.4,1
30740000001D88400000000A,49:28.9,0,1,12199.1,1
30740000001D88400000000A,49:29.0,0,1,12427.1,1
30740000001D88400000000A,49:29.0,0,1,12504,1
30740000001D88400000000A,49:29.1,0,1,12734.3,1
30740000001D88400000000A,49:29.1,0,1,13120.9,1
30740000001D88400000000A,49:29.2,0,1,13341.2,1
30740000001D88400000000A,49:29.2,0,1,13498.5,1
30740000001D88400000000A,49:29.3,0,1,13533.4,1
30740000001D88400000000A,49:29.3,0,1,12786.8,1
30740000001D88400000000A,49:29.4,0,1,12521.2,1
30740000001D88400000000A,49:29.4,0,1,12502,1
30740000001D88400000000A,49:29.5,0,1,12156.8,1
30740000001D88400000000A,49:29.5,0,1,11984.1,1
30740000001D88400000000A,49:29.6,0,1,11878.4,1
30740000001D88400000000A,49:29.6,0,1,11839.7,1
30740000001D88400000000A,49:29.7,0,1,11639.4,1
