,45:53.0,0,7,0,1
30740000001D88400000000A,45:53.0,0,1,16831.3,1
30740000001D88400000000A,45:53.0,0,1,16578.3,1
30740000001D88400000000A,45:53.1,0,1,16960.4,1
30740000001D88400000000A,45:53.1,0,1,17078.1,1
30740000001D88400000000A,45:53.2,0,1,16853.5,1
30740000001D88400000000A,45:53.2,0,1,16833.9,1
30740000001D88400000000A,45:53.3,0,1,16872.9,1
30740000001D88400000000A,45:53.3,0,1,16541.8,1
30740000001D88400000000A,45:53.4,0,1,16620.5,1
30740000001D88400000000A,45:53.4,0,1,16535.6,1
30740000001D88400000000A,45:53.5,0,1,16637,1
30740000001D88400000000A,45:53.5,0,1,16778.5,1
30740000001D88400000000A,45:53.6,0,1,16884,1
30740000001D88400000000A,45:53.6,0,1,16984.6,1
30740000001D88400000000A,45:53.7,0,1,16939,1
30740000001D88400000000A,45:53.7,0,1,16983,1
30740000001D88400000000A,45:53.8,0,1,16849.4,1
30740000001D88400000000A,45:53.8,0,1,17008.6,1
30740000001D88400000000A,45:53.9,0,1,17164.8,1
30740000001D88400000000A,45:53.9,0,1,16844.6,1
30740000001D88400000000A,45:54.0,0,1,16639.3,1
30740000001D88400000000A,45:54.0,0,1,16802,1
30740000001D88400000000A,45:54.1,0,1,16140.1,1
30740000001D88400000000A,45:54.1,0,1,15709.3,1
30740000001D88400000000A,45:54.2,0,1,15998.5,1
30740000001D88400000000A,45:54.2,0,1,16559,1
30740000001D88400000000A,45:54.3,0,1,17111.9,1
30740000001D88400000000A,45:54.3,0,1,17289.5,1
30740000001D88400000000A,45:54.4,0,1,17088.7,1
30740000001D88400000000A,45:54.4,0,1,17312.5,1
30740000001D88400000000A,45:54.5,0,1,17159.6,1
30740000001D88400000000A,45:54.5,0,1,16481.8,1
30740000001D88400000000A,45:54.6,0,1,15343.4,1
30740000001D88400000000A,45:54.6,0,1,14609.1,1
30740000001D88400000000A,45:54.7,0,1,14156.4,1
30740000001D88400000000A,45:54.8,0,1,14208.9,1
30740000001D88400000000A,45:54.8,0,1,14497.7,1
30740000001D88400000000A,45:54.9,0,1,15005,1
30740000001D88400000000A,45:54.9,0,1,15149.3,1
30740000001D88400000000A,45:55.0,0,1,14885.8,1
30740000001D88400000000A,45:55.0,0,1,14224.3,1
30740000001D88400000000A,45:55.1,0,1,12826.4,1
30740000001D88400000000A,45:55.1,0,1,11724.7,1
30740000001D88400000000A,45:55.2,0,1,11644.4,1
30740000001D88400000000A,45:55.2,0,1,10940.8,1
30740000001D88400000000A,45:55.3,0,1,10397.6,1
30740000001D88400000000A,45:55.3,0,1,8512.2,1
30740000001D88400000000A,45:55.4,0,1,7112.5,1
30740000001D88400000000A,45:55.4,0,1,5752,1
30740000001D88400000000A,45:55.5,0,1,4692,1
30740000001D88400000000A,45:55.5,0,1,3291.2,1
30740000001D88400000000A,45:55.6,0,1,3008.2,1
30740000001D88400000000A,45:55.6,0,1,2596.5,1
30740000001D88400000000A,45:55.7,0,1,2150.1,1
30740000001D88400000000A,45:55.7,0,1,1908.9,1
30740000001D88400000000A,45:55.8,0,1,2195.5,1
30740000001D88400000000A,45:55.8,0,1,1809.9,1
30740000001D88400000000A,45:55.9,0,1,1790.4,1
30740000001D88400000000A,45:57.7,0,1,1674.5,1
30740000001D88400000000A,45:57.8,0,1,2345.4,1
30740000001D88400000000A,45:57.8,0,1,3363,1
