,45:53.0,0,7,0,1
30740000001D88400000000A,45:57.9,0,1,3415.4,1
30740000001D88400000000A,45:57.9,0,1,3205.5,1
30740000001D88400000000A,45:58.0,0,1,2095.2,1
30740000001D88400000000A,45:58.1,0,1,1667.1,1
30740000001D88400000000A,45:58.1,0,1,3114.6,1
30740000001D88400000000A,45:58.2,0,1,3792.9,1
30740000001D88400000000A,45:58.2,0,1,4543.7,1
30740000001D88400000000A,45:58.3,0,1,5030.5,1
30740000001D88400000000A,45:58.3,0,1,5941.3,1
30740000001D88400000000A,45:58.4,0,1,6791.8,1
30740000001D88400000000A,45:58.4,0,1,7718.1,1
30740000001D88400000000A,45:58.5,0,1,8658.3,1
30740000001D88400000000A,45:58.5,0,1,8676.3,1
30740000001D88400000000A,45:58.6,0,1,9474.4,1
30740000001D88400000000A,45:58.7,0,1,9373.8,1
30740000001D88400000000A,45:58.8,0,1,12216.1,1
30740000001D88400000000A,45:58.8,0,1,13981.3,1
30740000001D88400000000A,45:58.9,0,1,15514.6,1
30740000001D88400000000A,45:59.0,0,1,15530.8,1
30740000001D88400000000A,45:59.1,0,1,15130.3,1
30740000001D88400000000A,45:59.1,0,1,15215.2,1
30740000001D88400000000A,45:59.2,0,1,15821.9,1
30740000001D88400000000A,45:59.2,0,1,17151.2,1
30740000001D88400000000A,45:59.3,0,1,17165.7,1
30740000001D88400000000A,45:59.3,0,1,17289.9,1
30740000001D88400000000A,45:59.4,0,1,17664.7,1
30740000001D88400000000A,45:59.4,0,1,17831.3,1
30740000001D88400000000A,45:59.5,0,1,18463.4,1
30740000001D88400000000A,45:59.5,0,1,18930.2,1
30740000001D88400000000A,45:59.6,0,1,19748.3,1
30740000001D88400000000A,45:59.6,0,1,18379.7,1
30740000001D88400000000A,45:59.7,0,1,18943,1
30740000001D88400000000A,45:59.7,0,1,19352.4,1
30740000001D88400000000A,45:59.8,0,1,18095,1
30740000001D88400000000A,45:59.8,0,1,18214.2,1
30740000001D88400000000A,45:59.9,0,1,17546.6,1
30740000001D88400000000A,45:59.9,0,1,17423.6,1
30740000001D88400000000A,46:00.0,0,1,17489.2,1
30740000001D88400000000A,46:00.0,0,1,17350.2,1
30740000001D88400000000A,46:00.1,0,1,17481.9,1
30740000001D88400000000A,46:00.1,0,1,17675.5,1
30740000001D88400000000A,46:00.2,0,1,18062.3,1
30740000001D88400000000A,46:00.2,0,1,17917.6,1
30740000001D88400000000A,46:00.3,0,1,19177.6,1
30740000001D88400000000A,46:00.3,0,1,18867.4,1
30740000001D88400000000A,46:00.4,0,1,18896.3,1
30740000001D88400000000A,46:00.4,0,1,18631.7,1
30740000001D88400000000A,46:00.5,0,1,17330.9,1
30740000001D88400000000A,46:00.5,0,1,17395,1
30740000001D88400000000A,46:00.6,0,1,17498.3,1
30740000001D88400000000A,46:00.7,0,1,17466.3,1
30740000001D88400000000A,46:00.7,0,1,17223.7,1
30740000001D88400000000A,46:00.8,0,1,17563.3,1
30740000001D88400000000A,46:00.8,0,1,17648.3,1
30740000001D88400000000A,46:00.9,0,1,17603.9,1
30740000001D88400000000A,46:00.9,0,1,17705.4,1
30740000001D88400000000A,46:01.0,0,1,19214.5,1
