,46:54.0,0,7,0,1
30740000001D88400000000A,46:54.0,0,1,4743.8,1
30740000001D88400000000A,46:54.0,0,1,4721.4,1
30740000001D88400000000A,46:54.0,0,1,4586.4,1
30740000001D88400000000A,46:54.1,0,1,4652.5,1
30740000001D88400000000A,46:54.2,0,1,4833.4,1
30740000001D88400000000A,46:54.2,0,1,4983.1,1
30740000001D88400000000A,46:54.3,0,1,4962.5,1
30740000001D88400000000A,46:54.3,0,1,5014.2,1
30740000001D88400000000A,46:54.4,0,1,4646.2,1
30740000001D88400000000A,46:54.4,0,1,4670.2,1
30740000001D88400000000A,46:54.5,0,1,4812.1,1
30740000001D88400000000A,46:54.5,0,1,4827.2,1
30740000001D88400000000A,46:54.6,0,1,4780,1
30740000001D88400000000A,46:54.6,0,1,4735.2,1
30740000001D88400000000A,46:54.7,0,1,4667.1,1
30740000001D88400000000A,46:54.7,0,1,4703,1
30740000001D88400000000A,46:54.8,0,1,4887.8,1
30740000001D88400000000A,46:54.8,0,1,4934.2,1
30740000001D88400000000A,46:54.9,0,1,4866,1
30740000001D88400000000A,46:54.9,0,1,4967.3,1
30740000001D88400000000A,46:55.0,0,1,4872.8,1
30740000001D88400000000A,46:55.0,0,1,4950,1
30740000001D88400000000A,46:55.1,0,1,4483.5,1
30740000001D88400000000A,46:55.1,0,1,4709.8,1
30740000001D88400000000A,46:55.2,0,1,5211.8,1
30740000001D88400000000A,46:55.3,0,1,5076.4,1
30740000001D88400000000A,46:55.3,0,1,4542.2,1
30740000001D88400000000A,46:55.3,0,1,4102.2,1
30740000001D88400000000A,46:55.4,0,1,3757.7,1
30740000001D88400000000A,46:55.5,0,1,3868.8,1
30740000001D88400000000A,46:55.5,0,1,4410.2,1
30740000001D88400000000A,46:55.6,0,1,4722.6,1
30740000001D88400000000A,46:55.6,0,1,4581.7,1
30740000001D88400000000A,46:55.7,0,1,4381.2,1
30740000001D88400000000A,46:55.7,0,1,4273.4,1
30740000001D88400000000A,46:55.8,0,1,4033.7,1
30740000001D88400000000A,46:55.8,0,1,3329.3,1
30740000001D88400000000A,46:55.9,0,1,2249.8,1
30740000001D88400000000A,46:55.9,0,1,1941.4,1
30740000001D88400000000A,46:56.0,0,1,1952.1,1
30740000001D88400000000A,46:56.0,0,1,2552.3,1
30740000001D88400000000A,46:56.1,0,1,3076.1,1
