,2019/09/26 15:17:46.259,0,7,0.0,0
30740000001D88400000000B,2019/09/26 15:17:46.299,0,1,7467.2,0
30740000001D88400000000A,2019/09/26 15:17:46.310,0,1,9362.4,0
30740000001D88400000000B,2019/09/26 15:17:46.324,0,1,7610.1,0
30740000001D88400000000A,2019/09/26 15:17:46.326,0,1,9280.4,0
30740000001D88400000000B,2019/09/26 15:17:46.338,0,1,7653.4,0
30740000001D88400000000A,2019/09/26 15:17:46.341,0,1,9377.0,0
30740000001D88400000000B,2019/09/26 15:17:46.370,0,1,7313.7,0
30740000001D88400000000A,2019/09/26 15:17:46.372,0,1,8783.5,0
30740000001D88400000000B,2019/09/26 15:17:46.420,0,1,7382.0,0
30740000001D88400000000A,2019/09/26 15:17:46.423,0,1,9010.1,0
30740000001D88400000000B,2019/09/26 15:17:46.487,0,1,7368.8,0
30740000001D88400000000A,2019/09/26 15:17:46.493,0,1,8956.4,0
30740000001D88400000000B,2019/09/26 15:17:46.549,0,1,7397.1,0
30740000001D88400000000A,2019/09/26 15:17:46.557,0,1,9059.9,0
30740000001D88400000000B,2019/09/26 15:17:46.612,0,1,7998.9,0
30740000001D88400000000A,2019/09/26 15:17:46.614,0,1,9278.9,0
30740000001D88400000000B,2019/09/26 15:17:46.666,0,1,7906.1,0
30740000001D88400000000A,2019/09/26 15:17:46.672,0,1,9255.9,0
30740000001D88400000000B,2019/09/26 15:17:46.726,0,1,7927.6,0
30740000001D88400000000A,2019/09/26 15:17:46.732,0,1,9357.7,0
30740000001D88400000000B,2019/09/26 15:17:46.787,0,1,7931.7,0
30740000001D88400000000A,2019/09/26 15:17:46.793,0,1,9237.1,0
30740000001D88400000000B,2019/09/26 15:17:46.843,0,1,7676.8,0
30740000001D88400000000A,2019/09/26 15:17:46.847,0,1,9352.7,0
30740000001D88400000000B,2019/09/26 15:17:46.909,0,1,7736.1,0
30740000001D88400000000A,2019/09/26 15:17:46.915,0,1,9483.4,0
30740000001D88400000000B,2019/09/26 15:17:46.990,0,1,7748.7,0
30740000001D88400000000A,2019/09/26 15:17:46.996,0,1,9316.2,0
30740000001D88400000000B,2019/09/26 15:17:47.049,0,1,7585.8,0
30740000001D88400000000A,2019/09/26 15:17:47.055,0,1,9014.8,0
30740000001D88400000000B,2019/09/26 15:17:47.110,0,1,7494.4,0
30740000001D88400000000A,2019/09/26 15:17:47.117,0,1,9148.8,0
30740000001D88400000000B,2019/09/26 15:17:47.192,0,1,7564.6,0
30740000001D88400000000A,2019/09/26 15:17:47.199,0,1,9122.0,0
30740000001D88400000000B,2019/09/26 15:17:47.274,0,1,7461.6,0
30740000001D88400000000A,2019/09/26 15:17:47.282,0,1,9162.0,0
30740000001D88400000000B,2019/09/26 15:17:47.334,0,1,7729.4,0
30740000001D88400000000A,2019/09/26 15:17:47.336,0,1,9354.3,0
30740000001D88400000000B,2019/09/26 15:17:47.389,0,1,7761.5,0
30740000001D88400000000A,2019/09/26 15:17:47.394,0,1,9500.8,0
30740000001D88400000000B,2019/09/26 15:17:47.532,0,1,7690.6,0
30740000001D88400000000A,2019/09/26 15:17:47.541,0,1,9502.6,0
30740000001D88400000000B,2019/09/26 15:17:47.609,0,1,7510.5,0
30740000001D88400000000A,2019/09/26 15:17:47.611,0,1,9256.5,0
30740000001D88400000000B,2019/09/26 15:17:47.684,0,1,7543.2,0
30740000001D88400000000A,2019/09/26 15:17:47.689,0,1,9228.8,0
30740000001D88400000000B,2019/09/26 15:17:47.755,0,1,7507.0,0
30740000001D88400000000A,2019/09/26 15:17:47.756,0,1,9365.9,0
30740000001D88400000000B,2019/09/26 15:17:47.815,0,1,7492.9,0
30740000001D88400000000A,2019/09/26 15:17:47.822,0,1,8857.9,0
30740000001D88400000000B,2019/09/26 15:17:47.882,0,1,7406.0,0
30740000001D88400000000A,2019/09/26 15:17:47.888,0,1,9002.3,0
30740000001D88400000000B,2019/09/26 15:17:47.941,0,1,7328.6,0
30740000001D88400000000A,2019/09/26 15:17:47.947,0,1,8929.2,0
30740000001D88400000000B,2019/09/26 15:17:48.002,0,1,7386.2,0
30740000001D88400000000A,2019/09/26 15:17:48.008,0,1,8808.9,0
30740000001D88400000000B,2019/09/26 15:17:48.059,0,1,8008.8,0
30740000001D88400000000A,2019/09/26 15:17:48.096,0,1,9355.9,0
30740000001D88400000000B,2019/09/26 15:17:48.110,0,1,7997.6,0
30740000001D88400000000A,2019/09/26 15:17:48.112,0,1,9398.3,0
30740000001D88400000000B,2019/09/26 15:17:48.180,0,1,7789.6,0
30740000001D88400000000A,2019/09/26 15:17:48.186,0,1,9376.2,0
30740000001D88400000000B,2019/09/26 15:17:48.240,0,1,7840.5,0
30740000001D88400000000A,2019/09/26 15:17:48.245,0,1,9420.4,0
30740000001D88400000000B,2019/09/26 15:17:48.320,0,1,7753.1,0
30740000001D88400000000A,2019/09/26 15:17:48.326,0,1,9393.4,0
30740000001D88400000000B,2019/09/26 15:17:48.380,0,1,7671.2,0
30740000001D88400000000A,2019/09/26 15:17:48.384,0,1,9283.4,0
30740000001D88400000000B,2019/09/26 15:17:48.457,0,1,7572.4,0
30740000001D88400000000A,2019/09/26 15:17:48.462,0,1,9517.1,0
30740000001D88400000000B,2019/09/26 15:17:48.515,0,1,7456.5,0
30740000001D88400000000A,2019/09/26 15:17:48.520,0,1,9151.7,0
30740000001D88400000000B,2019/09/26 15:17:48.575,0,1,7436.0,0
30740000001D88400000000A,2019/09/26 15:17:48.577,0,1,9021.4,0
30740000001D88400000000B,2019/09/26 15:17:48.648,0,1,7424.9,0
30740000001D88400000000A,2019/09/26 15:17:48.651,0,1,9009.6,0
30740000001D88400000000B,2019/09/26 15:17:48.703,0,1,7381.7,0
30740000001D88400000000A,2019/09/26 15:17:48.708,0,1,9192.2,0
30740000001D88400000000B,2019/09/26 15:17:48.759,0,1,7776.1,0
30740000001D88400000000A,2019/09/26 15:17:48.765,0,1,9387.2,0
30740000001D88400000000B,2019/09/26 15:17:48.819,0,1,7868.1,0
30740000001D88400000000A,2019/09/26 15:17:48.821,0,1,9468.8,0
30740000001D88400000000B,2019/09/26 15:17:48.882,0,1,7797.7,0
30740000001D88400000000A,2019/09/26 15:17:48.889,0,1,9491.5,0
30740000001D88400000000B,2019/09/26 15:17:48.943,0,1,7701.7,0
30740000001D88400000000A,2019/09/26 15:17:48.948,0,1,9381.1,0
30740000001D88400000000B,2019/09/26 15:17:49.019,0,1,7495.0,0
30740000001D88400000000A,2019/09/26 15:17:49.021,0,1,9175.1,0
30740000001D88400000000B,2019/09/26 15:17:49.093,0,1,7659.7,0
30740000001D88400000000A,2019/09/26 15:17:49.099,0,1,9441.5,0
30740000001D88400000000B,2019/09/26 15:17:49.162,0,1,7565.3,0
30740000001D88400000000A,2019/09/26 15:17:49.167,0,1,9206.2,0
30740000001D88400000000B,2019/09/26 15:17:49.220,0,1,7496.0,0
30740000001D88400000000A,2019/09/26 15:17:49.225,0,1,9014.4,0
30740000001D88400000000B,2019/09/26 15:17:49.277,0,1,7562.7,0
30740000001D88400000000A,2019/09/26 15:17:49.283,0,1,8714.2,0
30740000001D88400000000B,2019/09/26 15:17:49.338,0,1,7418.6,0
30740000001D88400000000A,2019/09/26 15:17:49.344,0,1,9149.2,0
30740000001D88400000000B,2019/09/26 15:17:49.396,0,1,7351.4,0
30740000001D88400000000A,2019/09/26 15:17:49.404,0,1,8953.0,0
30740000001D88400000000B,2019/09/26 15:17:49.456,0,1,8063.7,0
30740000001D88400000000A,2019/09/26 15:17:49.458,0,1,9392.0,0
30740000001D88400000000B,2019/09/26 15:17:49.518,0,1,8008.0,0
30740000001D88400000000A,2019/09/26 15:17:49.522,0,1,9275.3,0
30740000001D88400000000B,2019/09/26 15:17:49.579,0,1,7951.7,0
30740000001D88400000000A,2019/09/26 15:17:49.586,0,1,9299.2,0
30740000001D88400000000B,2019/09/26 15:17:49.633,0,1,8008.9,0
30740000001D88400000000A,2019/09/26 15:17:49.635,0,1,9303.9,0
30740000001D88400000000B,2019/09/26 15:17:49.726,0,1,7730.8,0
