,52:38.0,0,7,0,1
30740000001D88400000000B,52:38.0,0,1,17569.5,1
30740000001D88400000000B,52:38.1,0,1,17351.8,1
30740000001D88400000000B,52:38.1,0,1,17398.5,1
30740000001D88400000000B,52:38.2,0,1,17364.5,1
30740000001D88400000000B,52:38.2,0,1,16674.1,1
30740000001D88400000000B,52:38.3,0,1,16684.2,1
30740000001D88400000000B,52:38.3,0,1,16648.7,1
30740000001D88400000000B,52:38.4,0,1,16682.1,1
30740000001D88400000000B,52:38.4,0,1,16580.2,1
30740000001D88400000000B,52:38.5,0,1,17439.5,1
30740000001D88400000000B,52:38.5,0,1,17315.2,1
30740000001D88400000000B,52:38.6,0,1,17132.2,1
30740000001D88400000000B,52:38.6,0,1,16593.9,1
30740000001D88400000000B,52:38.7,0,1,15816.7,1
30740000001D88400000000B,52:38.7,0,1,15394.1,1
30740000001D88400000000B,52:38.8,0,1,15596.1,1
30740000001D88400000000B,52:38.8,0,1,15923.3,1
30740000001D88400000000B,52:38.8,0,1,16583.4,1
30740000001D88400000000B,52:38.9,0,1,17365.1,1
30740000001D88400000000B,52:38.9,0,1,18392.1,1
30740000001D88400000000B,52:39.0,0,1,18208.4,1
30740000001D88400000000B,52:39.1,0,1,17823.2,1
30740000001D88400000000B,52:39.1,0,1,17493,1
30740000001D88400000000B,52:39.2,0,1,18286,1
30740000001D88400000000B,52:39.2,0,1,17354.6,1
30740000001D88400000000B,52:39.3,0,1,15744.4,1
30740000001D88400000000B,52:39.3,0,1,12724.9,1
30740000001D88400000000B,52:39.4,0,1,9285.3,1
30740000001D88400000000B,52:39.4,0,1,4821.2,1
30740000001D88400000000B,52:39.5,0,1,1672.8,1
30740000001D88400000000B,52:39.6,0,1,2089.6,1
30740000001D88400000000B,52:39.7,0,1,2817.5,1
30740000001D88400000000B,52:39.7,0,1,3366.4,1
30740000001D88400000000B,52:39.8,0,1,4280.3,1
30740000001D88400000000B,52:39.8,0,1,4721.8,1
30740000001D88400000000B,52:39.9,0,1,4292.3,1
30740000001D88400000000B,52:40.0,0,1,3375.5,1
30740000001D88400000000B,52:40.0,0,1,2099.8,1
30740000001D88400000000B,52:40.1,0,1,1778.8,1
30740000001D88400000000B,52:40.1,0,1,1457.4,1
30740000001D88400000000B,52:40.2,0,1,1769.2,1
30740000001D88400000000B,52:40.3,0,1,1830.6,1
30740000001D88400000000B,52:40.3,0,1,1861.3,1
30740000001D88400000000B,52:40.4,0,1,1930.2,1
30740000001D88400000000B,52:40.4,0,1,2017.1,1
30740000001D88400000000B,52:40.5,0,1,1970.9,1
30740000001D88400000000B,52:40.5,0,1,2105,1
30740000001D88400000000B,52:40.6,0,1,2608.7,1
30740000001D88400000000B,52:40.6,0,1,2483.9,1
30740000001D88400000000B,52:40.7,0,1,2473.9,1
30740000001D88400000000B,52:40.7,0,1,2609.5,1
30740000001D88400000000B,52:40.8,0,1,2206.6,1
30740000001D88400000000B,52:40.8,0,1,2283.1,1
30740000001D88400000000B,52:40.9,0,1,2192.9,1
30740000001D88400000000B,52:40.9,0,1,2107,1
30740000001D88400000000B,52:41.0,0,1,2096.7,1
30740000001D88400000000B,52:41.0,0,1,1763.6,1
30740000001D88400000000B,52:41.1,0,1,1728.6,1
30740000001D88400000000B,52:41.2,0,1,1771.6,1
30740000001D88400000000B,52:41.3,0,1,3022.9,1
30740000001D88400000000B,52:41.3,0,1,4074.5,1
30740000001D88400000000B,52:41.4,0,1,4572.7,1
30740000001D88400000000B,52:41.4,0,1,4655.3,1
30740000001D88400000000B,52:41.5,0,1,4565.9,1
30740000001D88400000000B,52:41.5,0,1,3887,1
30740000001D88400000000B,52:41.6,0,1,2903.7,1
30740000001D88400000000B,52:41.6,0,1,1596.7,1
30740000001D88400000000B,52:41.8,0,1,2292.3,1
30740000001D88400000000B,52:41.9,0,1,3398.5,1
30740000001D88400000000B,52:42.0,0,1,6124.6,1
30740000001D88400000000B,52:42.0,0,1,8204.5,1
30740000001D88400000000B,52:42.1,0,1,10489.2,1
30740000001D88400000000B,52:42.1,0,1,9890.1,1
30740000001D88400000000B,52:42.2,0,1,9989.3,1
30740000001D88400000000B,52:42.2,0,1,10235.4,1
30740000001D88400000000B,52:42.3,0,1,10051.3,1
30740000001D88400000000B,52:42.3,0,1,9955.5,1
30740000001D88400000000B,52:42.3,0,1,9597.9,1
30740000001D88400000000B,52:42.4,0,1,8252.6,1
30740000001D88400000000B,52:42.5,0,1,7348.3,1
