,54:19.2,0,7,0,1
30740000001D88400000000B,54:19.2,0,1,8010.4,1
30740000001D88400000000B,54:19.2,0,1,8054.8,1
30740000001D88400000000B,54:19.3,0,1,7954.2,1
30740000001D88400000000B,54:19.3,0,1,7924.9,1
30740000001D88400000000B,54:19.4,0,1,7714.4,1
30740000001D88400000000B,54:19.5,0,1,7941.1,1
30740000001D88400000000B,54:19.5,0,1,7861.4,1
30740000001D88400000000B,54:19.6,0,1,7786.4,1
30740000001D88400000000B,54:19.6,0,1,7645.5,1
30740000001D88400000000B,54:19.6,0,1,7544.4,1
30740000001D88400000000B,54:19.7,0,1,7722.2,1
30740000001D88400000000B,54:19.8,0,1,7460.2,1
30740000001D88400000000B,54:19.8,0,1,7570.9,1
30740000001D88400000000B,54:19.9,0,1,8039.9,1
30740000001D88400000000B,54:19.9,0,1,8010.1,1
30740000001D88400000000B,54:20.0,0,1,7970.7,1
30740000001D88400000000B,54:20.0,0,1,7896.6,1
30740000001D88400000000B,54:20.1,0,1,7735.8,1
30740000001D88400000000B,54:20.1,0,1,7831.1,1
30740000001D88400000000B,54:20.2,0,1,7756,1
30740000001D88400000000B,54:20.2,0,1,7728.2,1
30740000001D88400000000B,54:20.3,0,1,7883.1,1
30740000001D88400000000B,54:20.3,0,1,7424.8,1
30740000001D88400000000B,54:20.4,0,1,7566.5,1
30740000001D88400000000B,54:20.4,0,1,7471.6,1
30740000001D88400000000B,54:20.5,0,1,7546.1,1
30740000001D88400000000B,54:20.5,0,1,8089.4,1
30740000001D88400000000B,54:20.6,0,1,7994.3,1
30740000001D88400000000B,54:20.6,0,1,8053.9,1
30740000001D88400000000B,54:20.7,0,1,8004,1
30740000001D88400000000B,54:20.7,0,1,8071.1,1
30740000001D88400000000B,54:20.8,0,1,7975.4,1
30740000001D88400000000B,54:20.8,0,1,8015.8,1
30740000001D88400000000B,54:20.9,0,1,7842.8,1
30740000001D88400000000B,54:20.9,0,1,8003.9,1
30740000001D88400000000B,54:21.0,0,1,7950.6,1
30740000001D88400000000B,54:21.0,0,1,7801.6,1
30740000001D88400000000B,54:21.1,0,1,7575,1
30740000001D88400000000B,54:21.1,0,1,7623.1,1
30740000001D88400000000B,54:21.2,0,1,7715.5,1
30740000001D88400000000B,54:21.2,0,1,7548.6,1
30740000001D88400000000B,54:21.3,0,1,7961.1,1
30740000001D88400000000B,54:21.3,0,1,8002.8,1
30740000001D88400000000B,54:21.4,0,1,8003.7,1
30740000001D88400000000B,54:21.4,0,1,7993.5,1
30740000001D88400000000B,54:21.5,0,1,7941.1,1
30740000001D88400000000B,54:21.5,0,1,7848.8,1
30740000001D88400000000B,54:21.6,0,1,7798.1,1
30740000001D88400000000B,54:21.6,0,1,7543.1,1
30740000001D88400000000B,54:21.7,0,1,7735.9,1
30740000001D88400000000B,54:21.7,0,1,7696.6,1
30740000001D88400000000B,54:21.8,0,1,7784.3,1
30740000001D88400000000B,54:21.8,0,1,7338.6,1
30740000001D88400000000B,54:21.9,0,1,7320.1,1
30740000001D88400000000B,54:21.9,0,1,7694.1,1
30740000001D88400000000B,54:22.0,0,1,8528.9,1
30740000001D88400000000B,54:22.0,0,1,7953.3,1
30740000001D88400000000B,54:22.1,0,1,6928.8,1
30740000001D88400000000B,54:22.1,0,1,6226.9,1
30740000001D88400000000B,54:22.2,0,1,6111.2,1
30740000001D88400000000B,54:22.2,0,1,6442,1
30740000001D88400000000B,54:22.3,0,1,6913.6,1
30740000001D88400000000B,54:22.3,0,1,7351.1,1
30740000001D88400000000B,54:22.4,0,1,7760.5,1
30740000001D88400000000B,54:22.4,0,1,7622.8,1
30740000001D88400000000B,54:22.5,0,1,8215.1,1
30740000001D88400000000B,54:22.5,0,1,8326.9,1
30740000001D88400000000B,54:22.6,0,1,7803.9,1
30740000001D88400000000B,54:22.6,0,1,7119.7,1
30740000001D88400000000B,54:22.7,0,1,6301.3,1
30740000001D88400000000B,54:22.8,0,1,4610.8,1
30740000001D88400000000B,54:22.8,0,1,2747,1
30740000001D88400000000B,54:23.3,0,1,1663.6,1
30740000001D88400000000B,54:23.3,0,1,1975.2,1
30740000001D88400000000B,54:23.3,0,1,2763,1
30740000001D88400000000B,54:23.4,0,1,3009.3,1
30740000001D88400000000B,54:23.4,0,1,3433.4,1
30740000001D88400000000B,54:23.5,0,1,3755.2,1
30740000001D88400000000B,54:23.5,0,1,3916.4,1
30740000001D88400000000B,54:23.6,0,1,3739.3,1
30740000001D88400000000B,54:23.7,0,1,3429,1
30740000001D88400000000B,54:23.7,0,1,3052.2,1
30740000001D88400000000B,54:23.7,0,1,2564.9,1
30740000001D88400000000B,54:24.2,0,1,2146.9,1
30740000001D88400000000B,54:24.2,0,1,2350.2,1
30740000001D88400000000B,54:24.3,0,1,2434.8,1
30740000001D88400000000B,54:24.3,0,1,1924.7,1
30740000001D88400000000B,54:24.4,0,1,2196.4,1
30740000001D88400000000B,54:24.5,0,1,6079.4,1
30740000001D88400000000B,54:24.5,0,1,6425,1
30740000001D88400000000B,54:24.6,0,1,5679.4,1
30740000001D88400000000B,54:24.6,0,1,5334,1
30740000001D88400000000B,54:24.7,0,1,5407.1,1
30740000001D88400000000B,54:24.7,0,1,5250.6,1
30740000001D88400000000B,54:24.8,0,1,5198.3,1
30740000001D88400000000B,54:24.8,0,1,4818.6,1
30740000001D88400000000B,54:24.9,0,1,4900.2,1
30740000001D88400000000B,54:25.0,0,1,5267.9,1
30740000001D88400000000B,54:25.0,0,1,5044.3,1
30740000001D88400000000B,54:25.0,0,1,4871.2,1
30740000001D88400000000B,54:25.1,0,1,4897.8,1
30740000001D88400000000B,54:25.1,0,1,4829.2,1
30740000001D88400000000B,54:25.2,0,1,4935.1,1
30740000001D88400000000B,54:25.2,0,1,4953.9,1
30740000001D88400000000B,54:25.3,0,1,5116.4,1
30740000001D88400000000B,54:25.3,0,1,4961.6,1
30740000001D88400000000B,54:25.4,0,1,4898.4,1
30740000001D88400000000B,54:25.5,0,1,4848.6,1
30740000001D88400000000B,54:25.5,0,1,4747.5,1
30740000001D88400000000B,54:25.6,0,1,4812.7,1
30740000001D88400000000B,54:25.6,0,1,4909.8,1
30740000001D88400000000B,54:25.7,0,1,4818.9,1
30740000001D88400000000B,54:25.7,0,1,4675,1
30740000001D88400000000B,54:25.8,0,1,4749.2,1
30740000001D88400000000B,54:25.8,0,1,4786.8,1
30740000001D88400000000B,54:25.9,0,1,4639.7,1
30740000001D88400000000B,54:25.9,0,1,4666.9,1
30740000001D88400000000B,54:26.0,0,1,4823.2,1
30740000001D88400000000B,54:26.0,0,1,4857.9,1
30740000001D88400000000B,54:26.1,0,1,4901,1
30740000001D88400000000B,54:26.1,0,1,4951.1,1
30740000001D88400000000B,54:26.2,0,1,5011.9,1
30740000001D88400000000B,54:26.2,0,1,4885,1
30740000001D88400000000B,54:26.3,0,1,4819.5,1
30740000001D88400000000B,54:26.3,0,1,4919,1
30740000001D88400000000B,54:26.4,0,1,4864.3,1
30740000001D88400000000B,54:26.4,0,1,4864.1,1
30740000001D88400000000B,54:26.5,0,1,4830.1,1
30740000001D88400000000B,54:26.5,0,1,4775.7,1
30740000001D88400000000B,54:26.6,0,1,4725.2,1
30740000001D88400000000B,54:26.6,0,1,4791.2,1
30740000001D88400000000B,54:26.7,0,1,4720.1,1
30740000001D88400000000B,54:26.7,0,1,4734.4,1
30740000001D88400000000B,54:26.8,0,1,4758.9,1
30740000001D88400000000B,54:26.8,0,1,4863.6,1
30740000001D88400000000B,54:26.9,0,1,4755.8,1
