,54:36.9,0,7,0,1
30740000001D88400000000B,54:36.9,0,1,4707.6,1
30740000001D88400000000B,54:37.0,0,1,4652.9,1
30740000001D88400000000B,54:37.0,0,1,4537,1
30740000001D88400000000B,54:37.1,0,1,4774.6,1
30740000001D88400000000B,54:37.1,0,1,4880,1
30740000001D88400000000B,54:37.2,0,1,4787.7,1
30740000001D88400000000B,54:37.2,0,1,4845.2,1
30740000001D88400000000B,54:37.3,0,1,4716.5,1
30740000001D88400000000B,54:37.3,0,1,4625.4,1
30740000001D88400000000B,54:37.4,0,1,4724,1
30740000001D88400000000B,54:37.4,0,1,4811.1,1
30740000001D88400000000B,54:37.5,0,1,4676.3,1
30740000001D88400000000B,54:37.5,0,1,4881.7,1
30740000001D88400000000B,54:37.6,0,1,4585.6,1
30740000001D88400000000B,54:37.6,0,1,4608.2,1
30740000001D88400000000B,54:37.7,0,1,4652.3,1
30740000001D88400000000B,54:37.7,0,1,4616.5,1
30740000001D88400000000B,54:37.8,0,1,4794.5,1
30740000001D88400000000B,54:37.8,0,1,4778.6,1
30740000001D88400000000B,54:37.9,0,1,4769.5,1
30740000001D88400000000B,54:37.9,0,1,4864,1
30740000001D88400000000B,54:38.0,0,1,5049.7,1
30740000001D88400000000B,54:38.1,0,1,5162.2,1
30740000001D88400000000B,54:38.1,0,1,4963.1,1
30740000001D88400000000B,54:38.1,0,1,5262.4,1
30740000001D88400000000B,54:38.2,0,1,5007.1,1
30740000001D88400000000B,54:38.2,0,1,4985.4,1
30740000001D88400000000B,54:38.3,0,1,4996.5,1
30740000001D88400000000B,54:38.4,0,1,5171.5,1
30740000001D88400000000B,54:38.4,0,1,5252.4,1
30740000001D88400000000B,54:38.5,0,1,5238.6,1
30740000001D88400000000B,54:38.5,0,1,5295.3,1
30740000001D88400000000B,54:38.6,0,1,5329.7,1
30740000001D88400000000B,54:38.6,0,1,5169.5,1
30740000001D88400000000B,54:38.7,0,1,5419.1,1
30740000001D88400000000B,54:38.7,0,1,5631.2,1
30740000001D88400000000B,54:38.8,0,1,5653.8,1
30740000001D88400000000B,54:38.8,0,1,5591.1,1
30740000001D88400000000B,54:38.9,0,1,5579.6,1
30740000001D88400000000B,54:38.9,0,1,5643.2,1
30740000001D88400000000B,54:39.0,0,1,5493.8,1
30740000001D88400000000B,54:39.0,0,1,5605.4,1
30740000001D88400000000B,54:39.1,0,1,5552.8,1
30740000001D88400000000B,54:39.1,0,1,5465.4,1
30740000001D88400000000B,54:39.2,0,1,5039.7,1
30740000001D88400000000B,54:39.2,0,1,4658.5,1
30740000001D88400000000B,54:39.3,0,1,4350,1
30740000001D88400000000B,54:39.3,0,1,4204.7,1
30740000001D88400000000B,54:39.4,0,1,3477,1
30740000001D88400000000B,54:39.4,0,1,2969.5,1
30740000001D88400000000B,54:39.5,0,1,2253,1
30740000001D88400000000B,54:39.9,0,1,1952.7,1
30740000001D88400000000B,54:40.0,0,1,2778.1,1
30740000001D88400000000B,54:40.0,0,1,3069.7,1
30740000001D88400000000B,54:40.1,0,1,2797.3,1
30740000001D88400000000B,54:40.1,0,1,3119.5,1
30740000001D88400000000B,54:40.2,0,1,3502.4,1
30740000001D88400000000B,54:40.2,0,1,3602.5,1
30740000001D88400000000B,54:40.3,0,1,3861.6,1
30740000001D88400000000B,54:40.3,0,1,3615.4,1
30740000001D88400000000B,54:40.4,0,1,3370.2,1
30740000001D88400000000B,54:40.4,0,1,3225.1,1
30740000001D88400000000B,54:40.5,0,1,3001.8,1
30740000001D88400000000B,54:40.5,0,1,3027.2,1
30740000001D88400000000B,54:40.6,0,1,3035.6,1
30740000001D88400000000B,54:40.6,0,1,3030.3,1
30740000001D88400000000B,54:40.7,0,1,3091.5,1
30740000001D88400000000B,54:40.7,0,1,3256.5,1
30740000001D88400000000B,54:40.8,0,1,3426.2,1
30740000001D88400000000B,54:40.8,0,1,3258.2,1
30740000001D88400000000B,54:40.9,0,1,3391.9,1
30740000001D88400000000B,54:40.9,0,1,3417.9,1
30740000001D88400000000B,54:41.0,0,1,3298.6,1
30740000001D88400000000B,54:41.0,0,1,3280.6,1
30740000001D88400000000B,54:41.1,0,1,3239.5,1
30740000001D88400000000B,54:41.1,0,1,3131.4,1
30740000001D88400000000B,54:41.2,0,1,2947,1
30740000001D88400000000B,54:41.2,0,1,2733.5,1
